Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link,Description
"portal inmobiliario","Huechuraba","27-05-2020","Aparment","...","252 m²","3","2","2.0","6.400 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5579495-camino-de-cintura-gran-patio-de-uso-exclusivo-2-estacionamientos-uda#position=29&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción DEL VALLE VENDE Amplio departamento. Muy luminoso. Espectacular patio de uso exclusivo de 150 m2 Como nuevo 2 años de uso. 3 habitaciones y dos baños. Condominio cuenta con piscina sala de eventos y juegos infantiles. 2 estacionamientos y bodega. Gastos comunes $60.000 CONTACTO: Exequiel González Palomo Cel: +56(9)94489338 email: egonzalez@delvallepropiedades.cl www.delvallepropiedades.cl Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","11-05-2020","Aparment","...","130 m²","3","2","1.0","5.300 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5606462-departamento-como-nuevo-recien-pintado-uda#position=39&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Depto como nuevo y recién pintado con gran patio propio! Orientación nor-oriente Living comedor sala de estar y dormitorios con piso flotante resto departamento cerámica. Cocina equipada y con espacio para lavavajillas y refrigerador de 2 puertas. Logia con lavadero. 2 calefactores eléctricos 1 en dormitorio principal y otro en comedor ambos conectados con sistema inalámbrico. Condominio muy tranquilo y con áreas verdes muy bien mantenidas piscina grandes espacios para quincho sala de eventos gimnasio. Estacionamiento y bodega. A pocos pasos de Mall Plaza Norte metro locomoción colegios y comercio. Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Suministros Agua caliente: caldera Calefacción: eléctrica Características propiedad despensa escritorio loggia cocina amoblada cocina equipada Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas gimnasio juegos infantiles piscina portón eléctrico quincho sala de eventos Gastos Gastos comunes: $ 100.000 Otros suministros internet señal satelital teléfono tv cable wi-fi Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","01-07-2020","Aparment","...","103 m²","3","2","1.0","6.400 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5692177-bosques-de-la-piramide-cuidad-empresarial-3d2b-103-m2-tour-virtual-uda#position=4&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Amplio y luminoso departamento con Espectacular Vista despejada a 5 minutos de Vitacura. Distribución: Hall de entrada puerta divisoria vidriada Living comedor junto con salida a terraza. 3 dormitorios principal en suite salida a terraza Escritorio Piso 10 Cocina con comedor de diario equipada con encimera horno y campana cubiertas de granito amoblada en bases y muros. Despensa. Logia. Calefacción central caldera. estacionamiento subterráneo y bodega. SEGURIDAD 24/7 EL CONDOMINIO CON ESTACIONAMIENTOS PARA VISITASPISCINA NIÑOS Y ADULTOS PLAZA CON JUEGOS INFANTILES QUINCHO SECTOR DE FOGATASALÓN DE EVENTOS SALA DE CINE. AUTO-LAVADO PARA AUTOMÓVILES. Terminaciones Piso baños: baldosa Piso dormitorios: piso flotante Suministros Agua caliente: central agua caliente Calefacción: otro Características propiedad alarma comedor de diario escritorio hall loggia terraza con malla cocina amoblada cocina equipada Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas gimnasio piscina portón eléctrico quincho sala de cine sala de eventos Otros suministros internet señal satelital teléfono tv cable wi-fi Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","09-03-2020","Aparment","...","112 m²","3","2","1.0","5.800 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5185162-impecable-departamento-camino-cintura-uda#position=6&type=item&tracking_id=e94ee454-ac19-425c-8b9c-4acf3eecae8d","Descripción IMPECABLE DEPARTAMENTO VISTA DESPEJADA EL EDIFICIO CUENTA CON ÁREAS VERDES JUEGOS INFANTILES QUINCHOS PISCINA SALA MULTIUSO ESTACIONAMIENTO DE VISITAS. Hall de entrada puerta divisoria de acceso al living comedor cocina amoblada y equipada con comedor de diario logia tres amplios dormitorios uno de ellos en suite con walking closet segundo baño completo. Un estacionamiento bodega. ORIENTE VISTA PRIVILEGIADA. Características propiedad comedor de diario hall cocina amoblada cocina equipada Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas juegos infantiles piscina quincho sala de eventos Gastos Contribuciones: $ 100.000 Gastos comunes: $ 95.000 Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","20-05-2020","Aparment","...","122 m²","3","3","2.0","6.300 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5623148-bosques-de-la-piramide-uda#position=31&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Excelente departamento en Condominio Bosques de la Pirámide cercano a ciudad Empresarial entorno rodeado de naturaleza. Hall de entrada living comedor salida terraza muy buen tamaño con muy linda vista Pasillo a Dormitorios principal en suite ampliada muy buenos closet baño principal con ventana. Los otros dos dormitorios buen tamaño en el mas pequeño  cabe cama de dos plazas ese dormitorio también es en suite. Sur oriente. Sistema de calefacción con caldera independiente. Dos estacionamientos subterráneos tandem. Bodega. Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Suministros Agua caliente: calefón Calefacción: caldera Características propiedad terraza con malla cocina amoblada portón automático Características comunidad accesos controlados áreas verdes circuito cerrado de tv estacionamiento de visitas juegos infantiles piscina portón eléctrico quincho sala de eventos Gastos Gastos comunes: $ 160.000 Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","16-06-2020","Aparment","...","100 m²","3","2","2.0","6.150 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5667622-vende-pedro-fontova-corredora-mejor-sector-no-dejar-de-ver-uda#position=15&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción EXCELENTE DEPARTAMENTO!!! VISTA PRIVILEGIADA!!!! MEJOR SECTOR!!! NOD EJAR DE VER Hall de entrada puerta divisoria living comedor juntos con piso flotante. Tres dormitorios principal en suite. Una baño completo. Cocina con comedor de diario amoblada en bases y muros equipada con cocina encimera horno y campana. Logia. Dos estacionamientos descubiertos una bodega. EL CONDOMINIO CUENTA CON SEGURIDAD 24/7 PISCINA GIMNASIO SALÓN DE EVENTOS ESTACIONAMIENTOS PARA VISITAS. Características propiedad comedor de diario hall loggia cocina amoblada cocina equipada portón automático Características comunidad accesos controlados citófono estacionamiento de visitas gimnasio piscina portón eléctrico quincho sala de eventos Gastos Contribuciones: $ 140.000 Gastos comunes: $ 100.000 Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","10-06-2020","Aparment","...","137 m²","3","2","1.0","5.600 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5658767-camino-de-cintura-disponibilidad-inmediata-uda#position=18&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción AMPLIO E IMPECABLE DEPTO. Ubicado en el 1° piso con 127 m2 totales vista despejada (Suroriente). - Cuenta con: - 3 amplias y cómodas habitaciones habitación principal en suite con amplio walking closet y salida a la terraza. - 2 baños completos. - Living y comedor juntos con una linda vista. - Cómoda cocina independiente amoblada y totalmente equipada con comedor diario y mucho espacio para almacenar. Logia independiente. - Calefacción con radiadores en cada sector. - Amplios closets en el pasillo para ropa blanca y/o despensa. - 1 estacionamientos. - 1 bodega. Incluye: Barras de cortinas. Valor de gastos comunes aprox $95.000 base. Edificio cuenta con áreas en comunes tales como piscina quinchos y sala multiuso. Seguridad las 24 hrs. Llámenos para agendar una visita!!! Terminaciones Piso baños: porcelanato Piso dormitorios: alfombra Suministros Agua caliente: caldera Calefacción: caldera Características propiedad comedor de diario loggia cocina amoblada cocina equipada Características comunidad accesos controlados circuito cerrado de tv citófono estacionamiento de visitas piscina quincho sala de eventos Gastos Gastos comunes: $ 95.000 Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","21-05-2020","Aparment","...","230 m²","3","2","1.0","5.300 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5615361-berta-correa-los-libertadores-uda#position=30&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Precioso y amplio departamento en Venta. Con Jardín privado 3 habitaciones Principal en suite 2 baños Cocina independiente con logia cerrada. Living comedor que dan paso a linda y amplia terraza con jardin privado. 100 mts2 útiles 130 mts2 totales Dentro de moderno condominio que cuenta con: Gimnasio quincho salón de eventos piscina jardines con juegos infantiles conserjería vigilancia 24/7 y estacionamiento de visitas Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Características propiedad alarma hall loggia cocina amoblada cocina equipada Características comunidad accesos controlados áreas verdes citófono estacionamiento de visitas gimnasio juegos infantiles piscina quincho sala de eventos Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","13-04-2020","Aparment","...","100 m²","3","2","1.0","4.200 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5554623-hermoso-departamento-en-pedro-fontova-uda#position=49&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción ASENJO PROPIEDADES VENDE HERMOSO DEPARTAMENTO Hall de acceso living comedor cocina amoblada y equipada Dormitorio principal más dos dormitorios con baño completo terraza El condominio cuenta piscinas áreas verdes ascensores. Estacionamientos: 1 Bodega: 1 Metrajes apróximados!!! Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","04-06-2020","Aparment","...","107.04 m²","3","2","1.0","4.500 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5645787-lindo-departamento-inmejorable-ubicacion-ga-uda#position=23&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción LINDO DEPARTAMENTO MUY ILUMINADO; DENTRO DE CONDOMINIO EN EL MEJOR SECTOR DE HUECHURABA. HALL DE ENTRADA; LIVING Y COMEDOR CON PISO FLOTANTE; TERRAZA; COCINA AMOBLADA Y EQUIPADA CON COMEDOR DE DIARIO ; LOGGIA; DORMITORIO PRINCIPAL EN SUITE CON WALKING CLOSET; DOS DORMITORIOS CON CLOSET MAS UN BAÑO COMPLETO. EL CONDOMINIO CUENTA CON SEGURIDAD 24/7 ACCESOS CONTROLADOS; GRAN PISCINA; SALON DE EVENTOS; ESTACIONAMIENTO PARA VISITAS. Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","15-05-2020","Aparment","...","122 m²","4","3","2.0","5.600 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5613782-excelente-departamento-en-el-mejor-sector-pv-uda#position=34&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Excelente Departamento amplio y con muy buena distribución en condominio muy seguro en sector de alta demanda. Hall de acceso living comedor juntos cocina amoblada y equipada logia integrada baño de visitas dormitorio principal en suite tres dormitorios baño completo amplia terraza. El condominio cuenta con accesos controlados; circuito cerrado de TV; Sala de eventos; Piscina; áreas verdes; y lavandería. Se incluye en la venta una Bodega y dos estacionamientos de uso y goce exclusivo. Características propiedad cocina amoblada Características comunidad accesos controlados áreas verdes citófono estacionamiento de visitas piscina Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","07-07-2020","Aparment","...","175 m²","4","4","2.0","6.100 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5706816-pedro-fontova-el-carmen-tour-virtual-2-suite-4d4b-2-estacionamientos-175-m2-uda#position=1&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Tour Virtual disponible ! Hermoso Departamento Excelente ubicación a pasos de comercio supermercados y áreas verdes 4 dormitorios (2 en suite) 4 baños 2 estacionamientos subterráneos gran bodega 10 m2 app. Orientación sur-oriente Hall de entrada puerta divisoria de acceso a living comedor amplios ventanales con salida a la terraza Baño de visitas. Cocina amoblada loggia cerrada y comedor de diario Primer dormitorio en suite con baño y closet. Dormitorio principal con acceso a terraza en suite walk in closet amplio baño con jacuzzi. Segundo y tercer dormitorios con amplio ventanal Ambos con acceso a terraza. Piso flotante en todo el departamento calefacción centralizada. Gastos comunes aprox. $200.000 (incluye agua caliente) Edificio año 2013 cuenta con seguridad las 24 horas 2 piscinas sala de multiuso quincho estacionamientos de visitas grandes áreas verdes juegos infantiles. Características propiedad terraza con malla cocina amoblada cocina equipada Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas juegos infantiles multicancha piscina quincho sala de eventos Estacionamientos y bodegas Estacionamientos: 2 Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","09-04-2020","Aparment","...","152 m²","3","2","2.0","6.200 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5549256-departamento-con-patio-pedro-fontova-huechuraba-uda#position=1&type=item&tracking_id=e94ee454-ac19-425c-8b9c-4acf3eecae8d","Descripción Hermoso Departamento en primer piso de 152mt2 Ubicado en el mejor sector de Huechuraba lugar tranquilo cercano a supermercados y colegios tiene 2 piscinas 2 gimnasios 2 salas de juegos quinchos sala de eventos parque y juegos para niños. Cuenta con: Cocina equipada comedor diario logia con acceso a increíble patio trasero perteneciente al departamento. Amplio Living-comedor con acceso a la terraza que cuenta con una hermosa vista al Valle. 3 dormitorios principal con Walking closet mas closet adicional 2 baños completos uno en suite y el otro de visita Calefacción por calderas a través de radiadores 2 estacionamientos Bodega amplia. Coordina tu visita con los Corredores de Propiedades Diego Villavicencio al teléfono +569 3279 6867 Mail: diegov@sidneypropiedades.cl o Maritza Quiñones al teléfono +569 6567 4539 Mail: contacto@sidneypropiedades.cl Suministros Agua caliente: caldera Calefacción: caldera Características propiedad comedor de diario loggia pieza de planchado cocina amoblada cocina equipada persianas Características comunidad accesos controlados áreas verdes citófono estacionamiento de visitas gimnasio juegos infantiles piscina portón eléctrico quincho sala de eventos sala de juegos Gastos Gastos comunes: $ 110.000 Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","05-06-2020","Aparment","...","150 m²","4","3","1.0","6.500 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5650301-vende-exclusivo-oportunidad-modelo-de-140-mts-uda#position=20&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción EXCELENTE DEPARTAMENTO !!! !!! CASI NUEVO..MEJOR SECTOR!! VISTA PRIVILEGIADA!!! Hall de entrada con piso flotante puerta divisoria vidriada amplio living comedor juntos con piso flotante con salida a terraza. Baño de visitas. Cuatro dormitorios alfombrados principal en suite con salida a terraza. Un baño completo. Amplia cocina con cubierta de granito comedor de diario equipada con encimera horno y campana amoblada en bases y muros. Logia amoblada Un estacionamiento descubierto y una bodega. CALEFACCIÓN CENTRAL POR RADIADORES!!!! FINAS TERMINACIONES!!! UN ASCENSOR!!!! DOS DEPARTAMENTOS POR PISO!!!! EL CONDOMINIO CUENTA CON SEGURIDAD 24/7 PISCINA  QUINCHO GIMNASIO SALONES DE EVENTOS SALA DE REUNIONES ESTACIONAMIENTOS DE VISITA. Características propiedad comedor de diario hall loggia cocina amoblada cocina equipada portón automático Características comunidad accesos controlados áreas verdes citófono estacionamiento de visitas gimnasio piscina portón eléctrico quincho sala de eventos Gastos Gastos comunes: $ 100.000 Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","08-04-2020","Aparment","...","169 m²","4","4","1.0","6.300 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5548086-pedro-fontova-7788-uda#position=2&type=item&tracking_id=e94ee454-ac19-425c-8b9c-4acf3eecae8d","Descripción Hola! tenemos en VENTA este amplio Departamento en exclusivo Condominio ubicado en Pedro Fontova comuna de Huechuraba. Rodeado de áreas verdes y a pasos de colegios jardines infantiles supermercados farmacias restaurantes y parques. Uno de los mejor lugares para formar tu familia y vivir en un lugar tranquilo. Edificio de solo 7 pisos Son de 169 m2 totales los cuales se conforman con 139m2 útiles y 30m2 de terraza. Es decir todo el espacio que buscas. Y que tiene este buenísimo depto: • 4 dormitorios. • 4 baños. • Gran Living Comedor. • Terraza. • Cocina amoblada con horno eléctrico y encimera con comedor se diario. • Loggia. • Calefacción por Loza radiante. • Estacionamiento . • Bodega El condominio cuenta con: • Sala de Eventos. • Piscina. • Quincho. • Juegos Infantiles • Seguridad 24/7 • Estacionamiento de Visitas. • Portón eléctrico. • Circuito cerrado de TV. • Gastos comunes: $200 mil (promedio) Incluye agua caliente • Precio VENTA: 6.300 UF _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ Quieres mas Información? hola@polarispropiedades.cl +569 30184180 Broker: Andrea Encina +56 9 84291396 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Suministros Calefacción: losa radiante Características propiedad alarma comedor de diario hall loggia cocina amoblada Características comunidad accesos controlados áreas verdes citófono estacionamiento de visitas gimnasio juegos infantiles piscina portón eléctrico quincho sala de eventos sala de juegos Gastos Contribuciones: $ 150.000 Gastos comunes: $ 200.000 Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","18-05-2020","Aparment","...","100 m²","3","2","1.0","5.100 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5615823-del-roble-1578-uda#position=33&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción VENDE SALVAT PROPIEDADES LTDA. Lindo departamento semi nuevo en condominio bien organizado con Piscinas Gimnasio Salón de Eventos y áreas verdes. Tres dormitorios principal en suite con walking closet dos baños living comedor cocina amoblada y equipada logia separada. El depto es de muy buen tamaño bien conservado piso flotante en toda la propiedad. Mallas de seguridad en todas las ventanas terraza y balcón. Terraza a la salida del living comedor y Balcón en el dormitorio principal linda vista ambiente agradable. La propiedad se entrega con Cortinas y lámparas (Inventariado) El departamento cuenta con Estacionamiento y Bodega. Visitas contactar a Claudia Morgado +56983785166 Luis Alberto Salvat +56993238316 Terminaciones Piso baños: cerámica Piso dormitorios: piso flotante Suministros Agua caliente: caldera Calefacción: caldera Características propiedad hall loggia terraza con malla cocina amoblada cocina equipada portón automático Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas gimnasio juegos infantiles piscina portón eléctrico sala de eventos Otros suministros internet señal satelital teléfono tv cable wi-fi Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","28-05-2020","Aparment","...","125 m²","3","2","1.0","4.990 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5635109-hermoso-dpto-en-cond-gran-vista-al-valle-de-huechuraba-uda#position=26&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Lindo departamento en 8 piso gran vista living y comedor con terraza y piso flotante cocina amoblada y equipada. Tres dormitorios principal en suite todos alfombrados dos baños completos. El condominio cuenta con piscina salón de eventos gimnasio quinchos lavanderas y juegos infantiles. 1 estacionamiento y 1 bodega Orientación Sur - Oriente Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","14-04-2020","Aparment","...","115 m²","3","3","1.0","6.350 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5557414-excelente-departamento-en-el-exclusivo-cond-bosques-de-la-piramide-uda#position=47&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Excelente depto en condominio Bosques de la piramide vista privilegiada al valle de la ciudad empresarial cuenta con termo panel en todo el depto iluminacion led cortinas roller. 3 dormitorios dos en suite 3 baños cocina equipada y amoblada Piso flotante en excelente estado en todas las areas comunes y en sus habitaciones El condominio cuenta con grandes areas verdes comunes juegos infantiles multiples quinchos y mas de 9 piscinas Interesados coordinar visita con Mariela Morales fono +56 9 77996607 mail marielamorales@mycgestioncl Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","20-01-2020","Aparment","...","156 m²","4","3","1.0","6.890 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/4666923-condominio-bosques-de-la-piramide-uda#position=10&type=item&tracking_id=e94ee454-ac19-425c-8b9c-4acf3eecae8d","Descripción Precioso departamento en Bosques de la Pirámide  remodelado  luminoso  piso nuevo  baños remodelados. 4 dormitorios  3 baños  1 estacionamiento y 1 bodega (comedor o 4 to dormitorio.) NO DEJAR DE VER LLAMAR AL 9953565515 Estacionamientos y bodegas Estacionamientos: 1 Bodegas: 1"
"portal inmobiliario","Huechuraba","14-04-2020","Aparment","...","130 m²","3","2","1.0","5.300 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5555623-los-libertadores-7135-uda#position=48&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción VENDE SALVAT PROPIEDADES LTDA. Excelente departamento ubicado en lindo condominio bien organizado con piscina quinchos salas multiuso gimnasio áreas verdes juegos de niños. Orientación Nor Oriente. El depto cuenta con estacionamiento y bodega.. Tiene tres dormitorios mas sala de estar el dormitorio principal está en suite con walking closet los otros dormitorios son de buen tamaño.Dormitorio principal con calefactor eléctrico. Cocina cerrada con logia separada la logia tiene un lavadero la cocina tiene espacio para refrigerador de dos puertas lestá equipada con encimera horno eléctrico y campana. Espacio para lavavajillas. En la logia hay una caldera. Living comedor con piso flotante estufa eléctrica mural tiene salida a la terraza que tiene buen tamaño con patio 15 M2 el depto. se encuentra ubicado en primer piso. Condominio con acceso controlado conserjería las 24 horas excelente ubicación cercano a 6 colegios de la zona el mas cercano Grace College supermercado Tottus. Visitas contactar a Claudia Morgado +56983785166 Luis Alberto Salvat +56993238316 Terminaciones Piso baños: cerámica Piso dormitorios: alfombra Suministros Agua caliente: caldera Calefacción: eléctrica : 0 Características propiedad hall loggia sala de estar cocina amoblada cocina equipada Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas gimnasio piscina portón eléctrico quincho sala de eventos sala de juegos Gastos Gastos comunes: $ 110.000 Estacionamientos y bodegas Estacionamientos: 1"
"portal inmobiliario","Huechuraba","30-06-2020","Aparment","...","130 m²","3","2","2.0","6.250 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5690446-camino-de-cintura-pedro-fontova-uda#position=7&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Gran departamento en Camino de cintura en Huechuraba. 3 dormitorios 2 baños Dormitorio principal en suite con waking closet terraza y baño Living comedor con vista panorámica a Santiago Cocina amoblada y equipada Loggia Calefacción por radiadores Gasto común de $110.000 2 estacionamientos Bodega Contribuciones $90.000 Condominio con acceso controlado las 24 horas Quincho sala de eventos sala de juegos gimnasios piscina estacionamiento para visitas Fonos y WatsApp: +56993473157 +56994815232 +56999549095 E-Mail: propiedadeshv@hotmail.com hectorvaldesl@hotmail.com Terminaciones Piso baños: porcelanato Piso dormitorios: piso flotante Suministros Agua caliente: central agua caliente Calefacción: caldera Características propiedad alarma comedor de diario hall loggia cocina amoblada cocina equipada portón automático Características comunidad accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas gimnasio juegos infantiles piscina portón eléctrico quincho sala de eventos sala de juegos Gastos Gastos comunes: $ 110.000 Otros suministros internet señal satelital teléfono tv cable wi-fi Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","01-07-2020","Aparment","...","140 m²","3","3","2.0","5.900 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5690982-remodelado-y-muy-amplio-uda#position=6&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Excelente ubicación residencial cercana a supermercados locales comerciales colegios locomocion El condominio cuenta con destacadas y amplias áreas verdes conserjería las 24 hs.juegos infantiles quinchos salas de evento piscinas Características: hall de entrada cocina amoblada y equipada con mesones en granito logia gran living comedor ampliados hacia las terrazas tres dormitorios dos de ellos en suite con amplio W.C. tercer dormitorio y tercer baño Te asesoramos con tu crédito hipotecario!!! 100-045 Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","27-05-2020","Aparment","...","124 m²","3","2","2.0","6.950 UF","https://www.portalinmobiliario.com/venta/departamento/huechuraba-metropolitana/5592834-excelente-oportunidad-2-estacionamientos-uda#position=28&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción DEL VALLE PROPIEDADES VENDE!!! 2 ESTACIONAMIENTOS Amplio departamento con espectacular vista piso 10 COMO NUEVO año 2015 ubicado en el Condominio Actual Bosques de la Pirámide. Condominio cuenta con 18 hectáreas de parque añosos arboles jardines y senderos. A 10 minutos de Vitacura y Metro Vespucio Norte. 3 amplios y luminoso dormitorios (principal en suite con gran walk-in closet y gran terraza) y 2 baños sala de estar. Amplia cocina con comedor de diario cubierta de granito totalmente equipada. Loggia. Gran living-comedor amplia terraza Calefacción por radiadores piso flotante en todo el departamento.. Gastos comunes $220.000 aprox. (incluye agua caliente y calefacción). 2 estacionamientos subterráneos y 1 bodega. Condominio cerrado con accesos controlados. conserjería y cámaras de vigilancia las 24 hrs. 2 piscinas quincho sala de cine gimnasio sala de eventos áreas verdes y estacionamientos de visita. Características propiedad comedor de diario sala de estar hall loggia terraza con malla cocina amoblada cocina equipada portón automático Características comunidad Accesos controlados áreas verdes circuito cerrado de tv citófono estacionamiento de visitas gimnasio juegos infantiles piscina portón eléctrico quincho sala de cine sala de eventos sala de juegos. Terminaciones Piso baños: porcelanato Piso dormitorios: piso flotante Suministros Agua caliente: central agua caliente Calefacción: caldera Gastos Gastos comunes: $ 220.000 Otros suministros internet wi-fi Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1 CONTACTO: EXEQUIEL GONZÁLEZ +56 9 94489338 egonzalez@delvallepropiedades.cl Estacionamientos y bodegas Estacionamientos: 2 Bodegas: 1"
"portal inmobiliario","Huechuraba","22-04-2020","Aparment","...","114 m²","3","3","2.0","5.630 UF","https://www.portalinmobiliario.com/MLC-524380262-departamento-en-venta-pedro-fontova-_JM#position=44&type=item&tracking_id=f8a93820-f54f-4e81-bd59-3b87761810c2","Descripción Excelente departamento con acceso controlado 24 hrs. cercano Av. Pedro Fontova. DISTRIBUCIÓN: living comedor juntos 3 dormitorios 2 baños principal en suite cocina amoblada. TERMINACIONES: piso flotante en living comedor dormitorios alfombrados cubierta muebles de cocina postformada terraza techada. calefacción por radiadores caldera individual. EXTERIOR: 2 estacionamientos descubiertos bodega El condominio cuenta con lavandería sala de eventos piscina. Metrajes aproximados valores sujetos a cambios."
