web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href,Province_aux
1594170720-556,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.200,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5049033-augusto-villanueva-irarrazaval-uda#position=18&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.2,160 m²,75 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Hermoso departamento en excelente estado, moderno y luminoso, Cocina integrada, loggia, living comedor con salida a terraza, 3 dormitorios (1 en Suite), 2 baños. Amplios closets, ventanales con termopanel, estacionamiento y bodega. Edificio cuenta con gimnasio, sala de eventos, quinchos. Seguridad las 24 horas, Acceso controlado por citófono y portón con control remoto. Ubicado en tranquilo sector residencial de Ñuñoa, a pocos minutos de Plaza Ñuñoa. Muy buena conectividad por Av. Irarrazaval, próximo a Supermercados, Colegios, Farmacias, Iglesias, Bancos, Ubicación privilegiada.

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,5/3/2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170872-623,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.500,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5708094-impecable-departamento-a-pasos-de-irarrazabal-metro-plaza-egana-uda#position=1&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.5,104 m²,96 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Código Interno: EB-DV1751

Impecable departamento a pasos de Irarrázabal
Metro Plaza Egaña
Supermercados
Colegio San Agustín
Centros Comerciales

Características
-Hall de Acceso
-Living Comedor con terraza, vista Sur poniente
-Cocina equipada con horno, cocina eléctrica, campana, comedor diario. Cubierta granito y pisos cerámicos
-Logia 
-2 dormitorios secundarios con closet y termopanel
-Sala de estar
-Dormitorio principal con termopanel y terraza con orientación sur. Walk in closet y baño completo
-Calefacción por radiadores
-Agua caliente por termo eléctrico

Características del Edificio
-Piscina
-Quincho
-Lavandería
-Sala Multiuso
-Estacionamientos de visitas
-Gimnasio

Gastos comunes
$ 100.000 aproximado, todo el año
Contribuciones: $ 125.000

Incluye
1 estacionamiento
1 bodega

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,7/7/2020,,,Ñuñoa
1594170796-589,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.985,https://www.portalinmobiliario.com/MLC-530684038-propiedad-en-hernan-cortes-av-pedro-de-valdivia-_JM#position=35&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.985,101 m²,101 m²,3,4,2,"Descripción
			
			
			
	

	

	
	
		Amplio y cómodo departamento de 91 metros cuadrados útiles y 101 metros totales aproximados, ubicado en calle Hernán Cortes casi esquina Avenida Pedro de Valdivia, entre Avenida Sucre y Diagonal Oriente.

Cuenta con 3 amplios dormitorios, principal en suit, 2 baños completos, cocina tradicional equipada y amoblada, logia, hall de entrada, living comedor con salida a terraza con orientación poniente, en piso 3.

Todos los dormitorios espaciosos y con closets, dormitorio principal con salida a terraza cerrada. Todo el departamento con piso flotante, baños con piso de cerámica y cocina con piso de porcelanato. Cocina remodelada con muebles de alta calidad y con gran capacidad de almacenaje.

Incluye 1 estacionamiento y 1 bodega.

Edificio construido en el año 1995, en excelente estado de conservación, sello verde, sin daños post terremoto. Cuenta con salón de eventos con cocina totalmente equipada y con baños separados para hombres y mujeres. También dispone de bicicletero, accesos controlados, cámaras de seguridad y conserjería 24/7. 

Gastos comunes $100.000.- aproximados.
Contribuciones $89.000.- trimestral aproximados. 

Estacionamiento en superficie, de uso y goce exclusivo para el departamento. No paga contribuciones (Sin Rol).

Posibilidad de arrendar un segundo estacionamiento en el mismo edificio.

Gran ubicación, en sector de gran plusvalía, en el límite de las comunas de Ñuñoa y Providencia. A sólo 10 minutos caminando de las estaciones de Metro Inés de Suárez y de la Estación Ñuñoa.

Más información: contacto@hrcorredores.com / +562 2233 2482 / +569 4286 8578 / +569 4406 3973",UF,null,Departamentos,Propiedades usadas,5/6/2020,,,Ñuñoa
1594170714-553,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 130.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5332511-villa-frei-duble-almeyda-uda#position=21&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",130.000.000,100 m²,96 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Gastos 
Gastos comunes: $ 40.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 1",$,null,Departamentos,Propiedades usadas,13-02-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170845-611,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.600,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5691828-sucre-pedro-de-valdivia-uda#position=13&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.6,111 m²,105 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		4d + 2b | remodelado | taller | logia | terraza | 1 estac. (uso y goce) | 105 / 110 m2

Muy cómodo y con excelente ubicación, en un barrio tranquilo pero céntrico, es posible estar cerca de todo pero aun así gozar de un poco de silencio y vistas despejadas. Gran parte de la edificación cercana es de baja altura.

El departamento se remodeló y actualmente cuenta con una preciosa cocina, con logia independiente. El living comedor, con piso de madera impecable de 14 pulgadas, tiene salida a una terraza abierta con vista despejada oriente.

La triple orientación del departamento es oriente - norte - poniente, siendo cálido en invierno; en verano con una muy rica iluminación.

El dormitorio principal es amplio, con closet. Hay además 2 dormitorios secundarios y un amplio baño completo con ventilación natural.

El tercer dormitorio secundario es bien independiente en un pasillo a la logia el cual cuenta con un baño completo.

El taller u oficina se encuentra al lado del tercer dormitorio y es de buen tamaño y muy independiente.

Gastos Comunes de $25.000 aproximadamente.

Contribuciones $109.000

Estacionamientos y bodegas 
 Estacionamientos: 1",UF,null,Departamentos,Propiedades usadas,1/7/2020,,,Ñuñoa
1594170763-575,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.740,https://www.portalinmobiliario.com/MLC-525806630-moderno-departamento-en-nunoai-entre-metros-plaza-egana-y-los-orientales-_JM#position=49&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.74,110 m²,100 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Moderno y acogedor departamento ubicado a pasos del Mall Plaza Egaña,  3 dormitorios con closet, principal en suite con walk in closet y terraza, 2 baños, terraza con vista despejada que conecta con el  living comedor, cocina equipada con tope de granito, calefacción por radiadores,  murales, con estacionamiento y bodega. El edificio cuenta con consejería las 24 horas, cámaras de seguridad, quinchos, piscina, terraza, jardines, sala de reuniones, sala de videos y gimnasio..  Excelente conectividad",UF,null,Departamentos,Propiedades usadas,7/5/2020,,,Ñuñoa
1594170722-557,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,"UF 6.567,98",https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5476484-campus-oriente--uda#position=17&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más","6.567,98",100 m²,90 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		Maravilloso departamento, amplio muy bien distribuido, buen hall de estrada, estupendo living comedor con salida a una agradable terraza. amplia cocina amoblada y equipada con horno, campana y encimera
estupenda loggia. 
3 dormitorios, el Principal en suite de muy buen tamaño buen baño con ventana y gran waking closets. con salida a cómoda terraza con preciosa vista al San Cristobal,
los otros dos dormitorios son muy amplios y comparten un baño.
amplia logia con excelente ventilación.
 el departamento cuenta con 2 estacionamientos y bodega
el edificio cuenta con gimnasio, áreas verdes y piscina 
estacionamientos de visita y conserjeria las 24 horas
hay que verlo!



Características propiedad 
hall, loggia, terraza con malla, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, piscina, portón eléctrico, sala de eventos

Gastos 
Gastos comunes: $ 120.000

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,5/3/2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170781-582,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5193096-avenida-irarrazaval-jorge-washington-uda#position=42&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",7,135 m²,120 m²,4,4,1,"Descripción
			
			
			
	

	

	
	
		¡¡¡¡¡¡¡ Inmejorable Ubicación !!!!!!!
Departamento Dúplex en 6º piso ubicado en el corazón de Plaza Ñuñoa, cuenta con Living-Comedor, 3 dormitorios de los cuales uno es en suite, más dormitorio de servicio, 4 baños, 2 amplias terrazas, 2 dormitorios con salida a una terraza en el segundo nivel y el Living-Comedor con salida a la otra terraza, cocina amplia con gran logia, el edificio fue construido en el año 1989, cuenta con conserjería las 24 horas, su entorno es muy agradable, no pierda la oportunidad de visitarlo

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,19-05-2020,,,Ñuñoa
1594170817-599,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.700,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5565519-managua-2222-uda#position=25&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.7,110 m²,110 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		DEPARTAMENTO MANAGUA 2222, ÑUÑOA

- 3 dormitorios (principal con walking closet) y 2 baños; superficie 110 m2 (piso 11).
- Vista norte despejada por Helipuerto de Hospital de Carabineros.
- Estacionamiento individual (separado de otros autos por paredes de hormigón) y Bodega.
- Loggia y terrazas cerradas.
- Ubicado en sector residencial y de alta plusvalía, con excelente conectividad, muy cercano a Estación de Metro Ñuñoa (3.5 cuadras).
- Equipamiento comunitario: Parque interior, Juegos para niños, Salones para Eventos, Sala Multiuso, Salas de Estudio, Gimnasio, Piscina (Adulto y Niño), 3 Ascensores, Lavandería, Estacionamientos para visitas, Bicicleteros  y Circuito Cerrado de TV.

Valor: 6.700 U.F.
Teléfono Móvil: 56996189619 (Venden los dueños)",UF,null,Departamentos,Propiedades usadas,14-06-2020,,,Ñuñoa
1594170869-622,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 185.000.000,https://www.portalinmobiliario.com/MLC-535749543-suarez-mujica-salvador-_JM#position=2&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",185.000.000,110 m²,110 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		ESPECTACULAR departamento 110 m2,  excelente distribución,  consta de: Hall de entrada, 3 dormitorios,  principal en suite, 2 baños, living comedor,  terraza,  cocina cerrada, logia, 2 puestos de estacionamiento, bodega, sala de reuniones. 
Edificio de 5 pisos, bien mantenido, jardines, estacionamiento de visitas,  vigilancia las 24 horas, circuito cerrado de TV, accesos controlados. 
 Tranquilo barrio residencial, familiar, con supermercado, panadería , almacenes  . Con movilización fluida, cerca de los metros Irarrazaval y Estadio Nacional.
Gastos comunes 95.000 aprox. 
para concretar visita llame al +56 964 476 460",$,null,Departamentos,Propiedades usadas,7/7/2020,,,Ñuñoa
1594170756-572,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 186.000.000,https://www.portalinmobiliario.com/MLC-524329818-departamento-en-venta-metro-nunoa-_JM#position=2&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",186.000.000,115 m²,108 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Cómodo departamento en buen sector de la comuna de Ñuñoa. Living comedor juntos con salida a terraza, tres dormitorios uno en suite. Dos baños, amplios closets. Piso flotante en living comedor y dormitorios. Cocina con loggia. Orientación Sur Oriente. Piso octavo, en edificio de 10 pisos. Estacionamiento descubierto y gran bodega de aproximadamente 12 mts2. Conserjerìa 24 hrs.",$,null,Departamentos,Propiedades usadas,21-04-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170848-612,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.350,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5644168-amplitud-confort-conectividad-barrio-en-pleno-nunoa-uda#position=12&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.35,103 m²,91 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		PROYECTO EDIFICIO ECO VIDA INMOBILIARIA FUNDAMENTA AÑO CONSTRUCCION 2008  AMPLIO METRAJE TOTAL 113 M2 

- MODERNO Y ESPACIOSO DEPARTAMENTO DE TRES DORMITORIOS CON DOS  BAÑOS,  HOME OFICCE (TELETRABAJO)  CUENTA CON  ESTACIONAMIENTO Y  BODEGA
- AMPLIA DISTRIBUCIÓN ; HALL DE ACCESO, ESTAR COMEDOR  CON SALIDA  TERRAZA (2) , ORIENTACIÓN NOR  PONIENTE GRAN LUMINOSIDAD 
- COCINA  CERRADA EQUIPADA CON: CAMPANA , HORNO DE ACERO INOX, CUBIERTA GRANITO, AMOBLADA  LOGGIA SEPARADA 
- PISOS LAMINADOS DE MADERA FLOTANTE EN HALL DE ACCESO, ESTAR-COMEDOR CON PUERTA DE MADERA  , PASILLOS Y DORMITORIOS CON ALFOMBRA
- CALEFACCIÓN POR CALDERA , VENTANAS ALUMINIO , SE ENTREGA CON LUMINARIAS Y CORTINAJE INSTALADO
- ESPACIOS COMUNES ; GRAN HALL RECIBIDOR,  PISCINA, SALÓN MULTIUSO, GIMNASIO,SAUNA,  BICICLETERO, ESTACIONAMIENTOS DE VISITA , ACCESOS     
  CONTROLADOS POR CIRCUITOS CERRADO DE TV 

EMPLAZADO EN BARRIO RESIDENCIAL CON ACCESOS EXPEDITO A CALLES PRINCIPALES COMO;  AVENIDA IRARRAZAVAL  , AVENIDA AMERICO VESPUCIO, DIAGONAL ORIENTE  Y A PASOS DE LINEA 3 Y 4 DEL METRO . AL LADO DEL PULMÓN VERDE PARQUE RAMON CRUZ , OFERTAS DE SERVICIOS PREMIUM, SUPERMERCADOS, BANCOS, CENTROS MÉDICOS , COLEGIOS DE PRESTIGIO DEL SECTOR.

SI ESTAS COMPRANDO  EN ÑUÑOA  LO TIENES QUE VISITAR, SOLICITA SU VISITA Y AGENDA HORA PARA VER ACCESOS, ENTORNO Y EQUIPAMIENTO DEL LUGAR CON ASESOR INMOBILIARIO MARCELA SUAREZ +56994498443 




Terminaciones 
Piso baños: porcelanato
Piso dormitorios: alfombra

Suministros 
Agua caliente: termo
Calefacción: eléctrica

Características propiedad 
alarma, comedor de diario, despensa, escritorio, hall, loggia, sala de estar, cocina amoblada, cocina equipada, persianas, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de eventos, sala de juegos, sauna

Gastos 
Contribuciones: $ 133.000
Gastos comunes: $ 100.000

Otros suministros 
internet, tv cable, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,3/7/2020,,,Ñuñoa
1594170732-561,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 185.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5515452-avenida-salvador-2936-departamento-104-uda#position=13&type=item&tracking_id=501fd201-9464-4868-8101-a7a15fe58404,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",185.000.000,115 m²,80 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Departamento emplazado en barrio residencial con 23 años de antiguedad, con acceso por calle oriente de calle Av. Salvador entre Suárez Mujica y Av. Grecia, edificio de 5 pisos, orientación del departamento nor-oriente, tiene 1 ascensor, consta con 2 estacionamiento y una bodega.
Características:
Living-comedor con piso flotante
Cocina toda con cerámica y amoblada
Dormitorios con piso flotante
Baños con cerámicas.
Excelente conectividad.
Metro Irarrazaval, colectivos, transantiago 
Clínica Megasalud, Cesfam, supermercados, bancos, mall Portal Ñuñoa, Universidades.




Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

 
: 2

Características propiedad 
alarma, cocina amoblada, cocina equipada, portón automático

Características comunidad 
accesos controlados, citófono, estacionamiento de visitas

Gastos 
Contribuciones: $ 76.000
Gastos comunes: $ 98.000

Otros suministros 
internet, señal satelital, wi-fi

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",$,null,Departamentos,Propiedades usadas,18-03-2020,2,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,Ñuñoa
1594170850-613,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.990,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5695541-avenida-ossa-simon-bolivar-uda#position=11&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.99,106 m²,93 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		3 dormitorios, 2 baños, 2 estacionamientos y bodega.
A dos cuadras de Metro Simón Bolívar.
A pocas cuadras de centro comercial Plaza Egaña.
Cercano a excelentes colegios.
Año 2013. Primer piso, 
106 mt2 totales, 13 mt2 de terraza.
Surponiente.
Comunidad con accesos controlados 24 horas.
Cuenta con piscina, quincho, sala de reuniones, estacionamientos de visitas.


Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: central agua caliente
Calefacción: otro

 
Antigüedad: 7

Características propiedad 
loggia, cocina amoblada

Características comunidad 
accesos controlados, áreas verdes, citófono, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 154.000
Gastos comunes: $ 135.000

Otros suministros 
internet, teléfono, tv cable

Estacionamientos y bodegas 
 Estacionamientos: 2
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,3/7/2020,,,Ñuñoa
1594170789-586,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.750,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5645132-metro-irarrazaval-fdez-concha-uda#position=38&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",5.75,109 m²,100 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Visitas Andrés Balmaceda +56979200050 / andres.balmaceda@ihouse.cl
www.ihouse.cl/ventas

Disponible inmediato.

Excelente departamento a pasos Avenida Irarrázaval. Edificio con completo equipamiento, sala múltiple, piscina, gimnasio, lavandería etc. . Muy buen estado general. Departamento actualmente arrendado. Luminoso, 3 dormitorios mas pequeño estar, 2 baños, estacionamiento y bodega.
Muy cercano a estación de Metro
Orientación Nor Oriente

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso termolaminado

Suministros 
Agua caliente: central agua caliente

Características propiedad 
hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, gimnasio, piscina, portón eléctrico, quincho, sala de juegos

Gastos 
Gastos comunes: $ 170.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,3/6/2020,,,Ñuñoa
1594170783-583,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.490,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5621730-exequiel-fernandez-576-uda#position=41&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.49,101 m²,86 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: central agua caliente

Características propiedad 
comedor de diario, despensa, hall, loggia, terraza con malla, cocina amoblada, cocina equipada, persianas, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, quincho, sala de cine, sala de eventos, sala de juegos

Gastos 
Contribuciones: $ 90.000
Gastos comunes: $ 120.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",UF,null,Departamentos,Propiedades usadas,20-05-2020,,,Ñuñoa
1594170839-608,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.370,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5686363-francisco-de-villagra-77-nunoa-departamento-1803-uda#position=16&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",6.37,103 m²,98 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Amplio departamento en excelente ubicación, a pasos del metro y del Mall Plaza Egaña, excelente condición, habitado por caballero solo, habitación principal ampliada hacia el segundo balcón, bodega y estacionamiento, VENDE SU DUEÑO SIN COMISIÓN.",UF,null,Departamentos,Propiedades usadas,27-06-2020,,,Ñuñoa
1594170861-618,https://www.portalinmobiliario.com/venta/departamento/mas-de-3-dormitorios/nunoa-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,$ 155.000.000,https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/5705266-metro-chileespana-uda#position=6&type=item&tracking_id=f95550d7-ca10-404e-afc6-1e784adc04ee,"Departamentos en Venta en Ñuñoa, 3 dormitorios o más",155.000.000,105 m²,95 m²,3,2,1,"Descripción
			
			
			
	

	

	
	
		Amplio departamento a tres cuadras del metro, hall, living comedor con salida a terraza, tres grandes dormitorios (caben cama de dos plazas) dormitorio principal en suite con w.closet, dos baños completos, cocina amoblada y equipada con horno, encimera, campana, comedor de diario, loggia, estacionamiento y bodega.
Edificio cuenta con lindas áreas verdes, piscina, gimnasio, salón de eventos, juegos infantiles exteriores y estacionamientos de visitas.

COORIDNAR VISITAS CON CONSUELO AL +56968417720

Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Características propiedad 
comedor de diario, hall, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, gimnasio, juegos infantiles, piscina, portón eléctrico, sala de eventos

Gastos 
Contribuciones: $ 98.000
Gastos comunes: $ 125.000

Estacionamientos y bodegas 
 Estacionamientos: 1
Bodegas: 1",$,null,Departamentos,Propiedades usadas,6/7/2020,,,Ñuñoa
