web-scraper-order,web-scraper-start-url,item,item-href,Name,Price,MtTot,MtUtil,Bdroom,Bath,Parking,Description,PriceUnit,Province,PropertyType,PropertyState,PublishedDate,pages,pages-href
1594170350-498,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.525,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5607339-casa-huechuraba-condominio-lombardia-berta-correa-uda#position=4&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.525,130 m²,87 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		Linda y cómoda casa de 2 pisos, la propiedad se encuentra dentro de condominio muy seguro con conserjería 24 horas, áreas verdes, sala de eventos y piscina.

Hall acceso, living y comedor, amplia cocina con estar y/o comedor de diario, 3 dormitorios y 2 baños, principal en suite.

Cuenta con logia cerrada y techada, terraza techada y quincho.

También tiene en antejardín espacio para 2 estacionamientos.  La propiedad se encuentra cercana a colegios, comercio, supermercados, movilización con conectividad a metro.

Excelente ubicación, barrio residencial. Gastos comunes $45.000.-

Solicite su visita a Daniela Pezoa Whatsapp +56998714011. Entra directo a : https://wa.me/56998714011



Terminaciones 
Piso baños: cerámica
Piso dormitorios: piso flotante

Suministros 
Agua caliente: calefón

Características propiedad 
antejardín, comedor de diario, lavadero exterior, quincho, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados, áreas verdes, citófono, estacionamiento de visitas, juegos infantiles, piscina, quincho, sala de eventos

Gastos 
Gastos comunes: $ 45.000

Otros suministros 
internet, teléfono, tv cable",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170433-535,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.990,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5675685-como-nueva-dentro-condominio-oa-uda#position=17&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.99,164 m²,128.4 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		LINDA CASA MANTENIDA COMO NUEVA; DENTRO DE CONDOMINIO CON EXCELENTE CONECTIVIDAD A PASOS DE LOCOMOCIÓN, COLEGIOS Y SUPERMERCADOS.

PRIMER PISO: HALL DE ENTRADA, LIVING COMEDOR SEPARADOS, BAÑO DE VISITAS, COCINA CON CUBIERTA DE GRANITO, COMEDOR DE DIARIO, EQUIPADA CON ENCIMERA, HORNO Y CAMPANA, AMOBLADA EN BASES Y MUROS, LOGIA TECHADA Y CERRADA.

SEGUNDO PISO: DORMITORIO PRINCIPAL EN SUITE; DOS DORMITORIOS; BAÑO COMPLETO.

TERCER PISO: DORMITORIO CON MALETERO; GRAN SALA DE ESTAR

ANTE JARDÍN Y JARDÍN FORMADOS, PISCINA CON REJA DE PROTECCIÓN, QUINCHO, TERRAZA TECHADA. ESTACIONAMIENTO PARA TRES AUTOS!

Características propiedad 
living comedor separado, piscina, quincho, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
accesos controlados",UF,Huechuraba,Casas,Propiedades usadas,21-06-2020,,
1594170397-519,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5615304-en-condominio-frente-a-plaza-con-juegos-infantiles-uda#position=33&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,160 m²,155 m²,5,3,3,"Descripción
			
			
			
	

	

	
	
		Casa interior en Guanaco Norte, Condominio Cerrado, cuenta con 2 piscinas, Club House, Seguridad y guardia las 24 horas, cerco eléctrico, cámaras de seguridad, estacionamiento de visita, juegos infantiles
Gastos comunes aproximados $40.000

Casa de 3 pisos de material solido, aislada.

Características

1er Piso
Estacionamiento para dos autos
Hall de entrada, oficina, living y comedor separado, con cocina y comedor de diario. Baño de visitas
Patio trasero con terraza con pérgola y jardín formado, logia, quincho.

2do Piso
Dos dormitorios y baño amplio, más pieza principal en suite, con walking closet.

3er Piso
Con dos dormitorios con closet, sala de estar, bodega y aire acondicionado.

Nota El metraje es aproximado y sujeto a cambios

100-016",UF,Huechuraba,Casas,Propiedades usadas,17-05-2020,,
1594170424-531,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.690,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5657288-dentro-de-condominio-cerca-de-colegios-y-comercio-ga-uda#position=21&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.69,219.5 m²,138.97 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		INCREIBLE PROPIEDAD CERCA DE COLEGIOS, SUPERMERCADOS, TRANQUILIDAD Y SEGURIDAD 24/7

PRIMER PISO: HALL DE ENTRADA; LIVING Y COMEDOR PISO FLOTANTE; COCINA AMOBLADA Y EQUIPADA COMEDOR DE DIARIO; LOGGIA TECHADA; CUARTO DORMITORIO O ESCRITORIO; BAÑO COMPLETO; DORMITORIO PRINCIPAL EN SUITE CON WALK IN CLOSET.
SEGUNDO PISO: GRAN SALA DE ESTAR; BAÑO COMPLETO; TRES DORMITORIOS.

EXTERIOR; PISCINA; JARDIN FORMADO; TERRAZA TECHADA ILUMINADA; ESTACIONAMIENTO PARA DOS AUTOS.",UF,Huechuraba,Casas,Propiedades usadas,9/6/2020,,
1594170345-496,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606780-casa-en-condominio-no-prerimetral-uda#position=6&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.6,192 m²,140 m²,4,3,3,"Descripción
			
			
			
	

	

	
	
		Amplia casa de 3 pisos en condominio muy tranquilo.
Piso 1: Todo con cerámica, recibos, Living-comedor separados, baño visitas, cocina amplia, amoblada y equipada, logia , terraza y hermoso jardín armado.
Piso 2: Todo alfombrado, Dormitorio principal en suite con Walk in closet, 2 dormitorios amplos y un baño completo.
Piso 3: Todo alfombrado, 4° dormitorio y una muy grande sala de estar.
Estacionamiento hasta para 4 vehículos.
Condominio con excelente seguridad, piscinas, salón de eventos, quincho, áreas verdes, juegos infantiles y estacionamientos de visitas.
A pasos de locomoción, muy cerca de colegios y comercio.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, sala de estar, cocina amoblada, hall

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 112.000
Gastos comunes: $ 55.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170407-523,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5629203-del-molino-7000-uda#position=29&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",7,240 m²,140 m²,5,4,2,"Descripción
			
			
			
	

	

	
	
		Amplia Casa en Condominio
vendo
Disponible

Condominio Cerrada con plazas
Entrada de autos
casa de 3 pisos
Solida / construcción de concreto completa

Hall de entrada, Living Comedor separado. Salidas a Jardín formado Con piscina / Terraza con techo Madera
Todo en Buen estado de conservación
Cocina completa equipada, comedor de diario, Logia, Baño de Visitas
En segundo Piso 3 dormitorios y 2 baños, principal en suite con Wolking Closets
Tercer Piso 2 dormitorios y sala de estar con 2 baño
Gasto Comunes $40.000 promedio
Disponible!!

Contacto para Visitas y mas Detalles!!



Características propiedad 
antejardín, comedor de diario, despensa, lavadero exterior, piscina, quincho

Características comunidad 
accesos controlados, áreas verdes, estacionamiento de visitas, juegos infantiles",UF,Huechuraba,Casas,Propiedades usadas,25-05-2020,,
1594170331-489,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5601619-santa-marta-uda#position=13&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,172 m²,140 m²,6,4,2,"Descripción
			
			
			
	

	

	
	
		Casa en venta en Huechuraba.
Propiedad se ubica en Condominio entre Guanaco Norte con Santa Marta de Huechuraba, cercana a colegio Grace Collegue, Boston Collegue y San Francisco Javier, supermercado Tottus a dos cuadras, cercano a Mall Plaza norte en el cual cuentas con variados servicios tales como notaria, Banco Santander, Chile y Scotiabank.
Si tienes una familia numerosa esta propiedad es ideal ya que cuenta con 3 pisos:Hall de entrada,living comedor independiente con aire acondicionado, baño de visitas, cocina independiente,equipada y amoblada, comedor de diario, sector de bodega y pieza de servicio en el cual caben dos camas y su respectivo baño.
En el segundo piso cuentas con el dormitorio principal con amplio walking closet y baño privado, dos dormitorios y baño completo.
Tercer piso cuenta con dos dormitorios bastante grandes, además de aire acondicionado posicionado en escalera para optimizar distribución del flujo de aire.
El patio se encuentra con pastelones,ideal ara tener mascotas y terraza techada y cerrada.
Capacidad para dos vehículos
Todos los pisos de la propiedad son de piso flotante
Cabe destacar que la propiedad cuenta con ampliación, sin embargo la ampliación no se encuentra considerada en el precio de venta dado que no se encuentra regularizada,por lo que no afectará en el valor tasación.
Gasto común: $60.000 - Contribuciones $109.000


Gastos 
Contribuciones: $ 60.000
Gastos comunes: $ 109.000",UF,Huechuraba,Casas,Propiedades usadas,8/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170412-525,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.350,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5630379-santa-martahuechuraba-uda#position=27&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.35,150 m²,95 m²,3,2,2,"Descripción
			
			
			
	

	

	
	
		A PASOS MALL PLAZA NORTE....
HALL , LIVING COMEDOR, COCINA AMERICANA EQUIPAD CON ENCIMERA, HORNO Y CAMPANA, 3 DORMITORIOS, PRINCIPAL EN SUITE, MAS UN SEGUNDO BAÑO.
TERRAZA CON PERGOLA Y PARRILLA, ANTEJARDIN, PORTON AUTOMATICO.


Características propiedad 
antejardín, terraza con techo, cocina amoblada, cocina equipada, hall

Características comunidad 
áreas verdes, estacionamiento de visitas, juegos infantiles, piscina",UF,Huechuraba,Casas,Propiedades usadas,25-05-2020,,
1594170431-534,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.800,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5674297-mejor-ubicacion-conectividadpv-uda#position=18&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.8,198 m²,129 m²,4,3,2,"Descripción
			
			
			
	

	

	
	
		Cerca de colegios, supermercados, locomoción,

Primer piso: Hall de entrada; baño de visitas; living y comedor separados, cocina amoblada y equipada.
Segundo piso: Dormitorio principal en suite con Walk in closet; dos dormitorios con closet.
Tercer Piso: Dormitorio con closet; baño completo; sala de estar.

Terraza techada; jardín; estacionamiento descubierto para dos autos.",UF,Huechuraba,Casas,Propiedades usadas,19-06-2020,,
1594170348-497,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.600,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5606801-guanaco-norte-a-pasos-de-locomocion-uda#position=5&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.6,192 m²,140 m²,4,3,3,"Descripción
			
			
			
	

	

	
	
		Casa amplia No primetral de 3 pisos en Condominio muy tranquilo:
Piso 1: Todo con cerámica, Recibos, Living-comedor separados, baño visitas, cocina amplia, amoblada y equipada, logia , terraza y hermoso jardín armado.
Piso 2: Todo alfombrado, Dormitorio principal en suite con Walk in closet con ventilación, 2 dormitorios amplos y un baño completo.
Piso 3: Todo alfombrado, 4° dormitorio y una muy grande sala de estar.
Estacionamiento para 4 vehículos.
Condominio con excelente seguridad, piscinas, salón de eventos, quincho, áreas verdes, juegos infantiles y estacionamientos de visitas.
A pasos de locomoción, muy cerca de colegios y comercio.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, sala de estar, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, citófono, estacionamiento de visitas, juegos infantiles, multicancha, piscina, quincho, sala de eventos

Gastos 
Contribuciones: $ 112.000
Gastos comunes: $ 55.000

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,11/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170306-478,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5569206-en-condominio-frente-a-plaza-con-juegos-infantiles-uda#position=24&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,160 m²,155 m²,5,3,2,"Descripción
			
			
			
	

	

	
	
		Casa interior en Guanaco Norte, Condominio Cerrado, cuenta con 2 piscinas, Club House, Seguridad y guardia las 24 horas, cerco eléctrico, cámaras de seguridad, estacionamiento de visita, juegos infantiles
Gastos comunes aproximados $40.000

Casa de 3 pisos de material solido, aislada.

Características

1er Piso
Estacionamiento para dos autos
Hall de entrada, oficina, living y comedor separado, con cocina y comedor de diario. Baño de visitas
Patio trasero con terraza con pérgola y jardín formado, logia, quincho.

2do Piso
Dos dormitorios y baño amplio, más pieza principal en suite, con walking closet.

3er Piso
Con dos dormitorios con closet, sala de estar, bodega y aire acondicionado.

Nota El metraje es aproximado y sujeto a cambios

100-016",UF,Huechuraba,Casas,Propiedades usadas,21-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170392-517,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.200,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5613766-increible-casa-dentro-de-condominio-visitala-ahora-ga-uda#position=35&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.2,198 m²,123 m²,3,3,2,"Descripción
			
			
			
	

	

	
	
		Excelente Casa dentro de condominio, ubicado en sector de alta demanda.

1er piso: Hall de acceso, baño de visitas, living comedor separados, cocina amoblada y equipada, logia techada.

2do piso: Dormitorio principal en suite y walk in closet, gran sala de estar.

3er piso: Dos dormitorios con closet, baño completo.

Exteriores: Terraza Techada, Gran Quincho con horno, Piscina, estacionamiento para dos vehículos.

El condominio cuenta con accesos controlados y seguridad 24/7

Características comunidad 
accesos controlados, citófono",UF,Huechuraba,Casas,Propiedades usadas,15-05-2020,,
1594170422-530,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.980,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5656757-del-molino-santa-marta-de-huechuraba-uda#position=22&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.98,250 m²,140 m²,5,4,3,"Descripción
			
			
			
	

	

	
	
		Maravillosa casa en condominio en Huechuraba.

Construcción de dos pisos, con cinco dormitorios, cuatro baños, amplio living y comedor, cocina. Terraza techada y piscina.",UF,Huechuraba,Casas,Propiedades usadas,9/6/2020,,
1594170294-472,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5564876-calle-del-manantial-guanaco-norte-uda#position=30&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,102 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Espectacular casa, muy bien ubicada. Cerca de Pedro Fontova
Casa en sector tranquilo y muy buena conectividad
Estacionamiento y jardín
Primer Piso: Dormitorio principal en suite, alfombrado. Living comedor. Cocina Amoblada. Terraza cerrada
Segundo Piso: Sala de estar, 3 dormitorios y 1 baño



Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón

Características propiedad 
antejardín, lavadero exterior, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada",UF,Huechuraba,Casas,Propiedades usadas,18-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170324-486,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 4.500,https://www.portalinmobiliario.com/MLC-525807697-acogedora-casa-2-pisos-condominio-en-huechuraba-_JM#position=16&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",4.5,125 m²,108 m²,5,2,2,"Descripción
			
			
			
	

	

	
	
		Acogedora y segura casa en condominio en Huechuraba.
Living comedor, amplia cocina, 2 baños, 5 dormitorios,
baño visita,
5 dormitorios.
A pasos del metro e intermodal, colegios, supermercados.",UF,Huechuraba,Casas,Propiedades usadas,7/5/2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170358-502,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.500,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5608641-del-mananatila-guanaco-norte-uda#position=50&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.5,190 m²,102 m²,4,2,1,"Descripción
			
			
			
	

	

	
	
		Amplia casa, muy bien ubicada. Muy cerca de Pedro Fontova.
Sector muy tranquilo, locomoción a pasos
Estacionamiento y jardín
Primer Piso: Dormitorio principal en suite, alfombrado. Living comedor. Cocina amoblada. Terraza cerrada
Segundo Piso: Sala de estar, 3 dormitorios y 1 baño


Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, portón eléctrico, riego automático, sala de estar, cocina amoblada, cocina equipada, hall, portón automático

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
1594170370-508,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 7.000,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5609166-en-microbarrio-cerrado-con-seguridad-uda#position=44&type=item&tracking_id=a0a59148-8980-47aa-ac54-2b9fe2217d12,"Casas en Venta en Huechuraba, 3 dormitorios o más",7,215 m²,140 m²,4,4,2,"Descripción
			
			
			
	

	

	
	
		Hermosa casa sólida ubicada en barrio cerrado, con accesos controlados.
Primer piso: Living comedor separado, cocina, loggia, hermoso patio, terraza y piscina.
Segundo piso: Dormitorio principal en suite, 2 dormitorios y baño completo
Tercer piso: Un gran dormitorio, sala de estar y baño.

Terminaciones 
Piso baños: cerámica
Piso dormitorios: alfombra
Techos: teja

Suministros 
Agua caliente: calefón
Calefacción: otro

Características propiedad 
antejardín, comedor de diario, despensa, escritorio, lavadero exterior, living comedor separado, patio de servicio, piscina, portón eléctrico, riego automático, sala de estar, terraza con techo, cocina amoblada, cocina equipada, hall, portón automático

Características comunidad 
accesos controlados, áreas verdes, circuito cerrado de tv, estacionamiento de visitas, juegos infantiles

Otros suministros 
internet, señal satelital, teléfono, tv cable, wi-fi",UF,Huechuraba,Casas,Propiedades usadas,12/5/2020,,
1594170266-459,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 6.750,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5666404-de-la-trilla-7535-uda#position=43&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",6.75,180 m²,120 m²,4,2,2,"Descripción
			
			
			
	

	

	
	
		Quincho de asado, piso flotante en ambos pisos.",UF,Huechuraba,Casas,Propiedades usadas,16-06-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
1594170300-475,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*,UF 5.800,https://www.portalinmobiliario.com/venta/casa/huechuraba-metropolitana/5565120-linda-casa-dentro-condominio-pv-uda#position=27&type=item&tracking_id=0a1c54e0-b7c7-415b-a722-cdf45f6aa394,"Casas en Venta en Huechuraba, 3 dormitorios o más",5.8,173 m²,140 m²,4,3,1,"Descripción
			
			
			
	

	

	
	
		Casa en muy buen estado, dentro de condominio, con excelente conectividad a pasos de supermercados locomoción y comercio.

Primer Piso:Hall Entrada, Living comedor ( ampliado), cocina amoblada y equipada, logia techada, dormitorio con baño completo

Segundo Piso: Dormitorio Principal en suite con walk in closet, Amplia sala de estar

Tercer Piso: 2 amplios dormitorios con clóset, baño completo.

Características propiedad 
sala de estar, cocina amoblada, cocina equipada

Características comunidad 
accesos controlados, áreas verdes",UF,Huechuraba,Casas,Propiedades usadas,18-04-2020,2,https://www.portalinmobiliario.com/venta/casa/mas-de-3-dormitorios/huechuraba-metropolitana/_Desde_51_OrderId_BEGINS*DESC_PriceRange_4000CLF-7000CLF_PARKING*LOTS_1-*_TOTAL*AREA_100m%C2%B2-*
